city,state,slug,market_type,peak_season_start,peak_season_end,llm_context,category,tier_order,tier_name,pricing_type,price_low_peak,price_high_peak,price_low_off_peak,price_high_off_peak,blurb,foodModel,alcoholModel,foodMinimum,alcoholMinimum,minimumIsCombined
Dallas,Texas,dallas,metro,April,October,,Attire & Beauty,2,Bridal Boutique,flat,1800,5000,1800,4500,"Bridal boutiques in Highland Park Village, Uptown, and the Frisco/Plano suburbs carry mid-to-upper boutique gowns from $1,200-$3,500 with personalized styling. Bridal boutiques across DFW carry accessible designer labels and made-in-USA gowns. Professional hair and makeup ($250-$400 per session) and partner attire bring boutique-tier total to $1,800-$5,000.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Attire & Beauty,3,Mid-Range / Sample Sale,flat,700,2200,700,2000,"Dallas sample sales and online platforms including Still White provide boutique gowns at 40-70 percent off retail. Mid-range hair and makeup from Uptown or Bishop Arts salons runs $130-$200 each. Total mid-range attire and beauty for both partners runs $700-$2,200.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Attire & Beauty,4,Budget / Off-the-Rack,flat,300,1000,300,900,"David's Bridal locations across the DFW metroplex start under $500 for ready-to-wear gowns. Online retailers from Azazie and ASOS Wedding offer dresses from $150-$600. Men's Wearhouse covers suit and tuxedo rental from $200-$300 â€” Texas cowboy boot and Western-formal styling brings authentic regional character at any price point. Appropriate for Klyde Warren Park elopements, courthouse ceremonies, and small private property gatherings.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Bar & Beverages,1,Premium Open Bar,per_head,55,88,48,75,"Premium spirits, craft cocktails built on Texas's strong spirits heritage â€” local whiskey from TX Whiskey Distillery in Fort Worth and ASW Distillery, Tito's Handmade Vodka (Austin-based but Texas-iconic), and craft beer from Texas breweries on full pour. The Hillside Estate's required in-house bar service runs $38-$45 per guest; The Olana's all-inclusive bar packages run $31-$52 per guest. A premium bar package from a licensed bar company for a five-hour reception runs $55 to $88 per head.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Bar & Beverages,2,Standard Open Bar,per_head,38,58,32,50,"Mid-shelf spirits, Texas wine, and craft beer from DFW's strong brewing scene â€” Community Beer Company in Dallas, Deep Ellum Brewing Company, Four Corners Brewing in Trinity Groves, and Rahr & Sons Brewing in Fort Worth â€” on full pour. Wedding.report puts Dallas DJ and bar combined at $1,229 to $1,650 for the DJ; standard open bar from a licensed bar company runs $38 to $58 per person for a five-hour reception. Texas requires TABC-licensed bartenders for all alcohol service at events.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Bar & Beverages,3,Beer & Wine Only,per_head,22,40,20,34,"Beer and wine service without spirits. A curated Texas beer selection â€” from Community, Deep Ellum, Four Corners, and the broader DFW craft brewing scene â€” alongside Texas wine from the Hill Country wine region two hours south gives a beer-and-wine bar genuine regional character. Joy notes basic Texas beer and wine packages begin around $2,500 total. Budget $22-$40 per person for professionally managed beer and wine service.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Bar & Beverages,4,Dry Wedding,per_head,5,13,5,11,"No alcohol service. Non-alcoholic options â€” locally roasted Ascension Coffee, sweet tea (a Texas essential), Texas-style horchata, agua frescas, and specialty mocktails â€” work naturally in Dallas's significant Baptist and Methodist religious communities where dry weddings are common across many congregational networks. Budget covers non-alcoholic beverage service and any setup fees.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Catering,1,Full-Service Fine Dining,per_head,100,160,85,135,"White-glove plated service built around Dallas's distinctive Texas culinary identity: Texas BBQ from legendary pitmasters like Pecan Lodge in Deep Ellum, Lockhart Smokehouse in Bishop Arts, and Hutchins BBQ in McKinney; Tex-Mex influences from Mansfield's enchilada traditions; and the city's elevated steakhouse and modern Southern restaurant culture. Joy's Dallas data puts Texas catering at $100 per person versus $80 nationally. Top Dallas caterers operate at $100 to $160 per head for full-service plated dining before Texas's 8.25 percent combined sales tax and the standard 20 to 22 percent service charge.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Catering,2,Seated Dinner with Staffed Service,per_head,68,110,58,92,"A full plated or family-style seated dinner with professional staffing. The Olana's all-inclusive catering packages run $56-$97 per guest â€” a useful benchmark for understanding mid-market DFW catering economics. Tulle Together puts typical DFW catering at $75-$150 per guest. Standalone catering at the seated dinner level runs $68 to $110 per head before Texas sales tax and service charges. Dallas's catering culture supports both refined plated experiences and family-style Texas favorites â€” barbecue carving stations, served Tex-Mex menus, and Southern comfort food elevated for formal events.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Catering,3,Buffet / Family Style,per_head,48,78,42,65,"Buffet and family-style service â€” including legendary Texas BBQ spreads from Hutchins, Pecan Lodge, or Lockhart Smokehouse, Tex-Mex buffets with handmade tortillas and queso bars, or Southern comfort food spreads with fried chicken and biscuits. Joy puts catering hitting $8,000-$12,000 for 100-150 guests at the $80 per person Texas average; standalone buffet catering at the mid-market level runs $48-$78 per head before sales tax and service charges. Texas BBQ catering brings genuine cultural authenticity that no other regional cuisine quite matches.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Catering,4,Cocktail Reception / Stations,per_head,35,55,30,48,"Heavy appetizers and food stations â€” Texas-style brisket sliders, mini chicken-fried steak bites, queso bars with handmade tortilla chips, charcuterie boards featuring Texas wine country goat cheese, and passed Tex-Mex small plates. Works well at Dallas's Bishop Arts and Deep Ellum venues, Design District galleries, and Knotting Hill's outdoor cocktail areas. Joy notes Texas bar service starts at $15 per person with basic packages around $2,500.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Catering,5,DIY / Self-Catered,per_head,12,35,12,30,"A backyard or family property gathering where food comes from beloved Dallas institutions â€” Pecan Lodge, Hutchins, or Lockhart Smokehouse for BBQ catering, Mansfield's or El Fenix for Tex-Mex catering, or a community potluck reflecting Dallas's diverse cultural neighborhoods. For anything at a Knotting Hill, Hillside Estate, or other venue with exclusive catering requirements, this tier isn't available.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Florals & Decor,1,Couture Floral Design,flat,16000,22000,13000,18000,"Full-scale installation work by Dallas's top floral studios at grand ballroom venues â€” elaborate ceremony arches, ceiling installations, and bold tablescapes using locally grown peonies, dahlias from North Texas flower farms, and rare seasonal imports. The Dallas Market Center's wholesale floral district supports a strong local design community operating at the luxury level.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Florals & Decor,2,Full Floral Installation,flat,9000,16000,7500,13000,"Large-scale floral design with a Texas sensibility â€” locally grown peonies, dahlias, and bold seasonal blooms with installation work scaled to grand Dallas venue spaces. Full installation at Knotting Hill, The Hillside Estate, or comparable properties runs $9,000 to $16,000 at skilled Dallas studios.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Florals & Decor,3,Traditional Florals,flat,3500,8000,3000,6800,"The full complement of wedding florals with a Texas character: bridal bouquet of garden roses and seasonal blooms, ceremony arrangements, and reception centerpieces. Wedding.report puts Dallas floral spend at $2,521-$3,385 for 75-175 guests on average; a full traditional package at a Knotting Hill or Hillside Estate-level venue runs $3,500-$8,000.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Florals & Decor,4,Minimal Florals + Rentals,flat,1500,4200,1300,3500,"A scaled-back floral plan paired with the inherent decor of Dallas's grand-ballroom-style venues â€” Knotting Hill's chandeliers, The Hillside Estate's five-chandelier ballroom, Hall of State's Art Deco architecture. Simple greenery runners, candles, and a few statement arrangements let the venue's architectural character do the visual work. Dallas Market Center wholesale access keeps mid-budget florists' costs competitive.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Florals & Decor,5,DIY / Dried / Greenery Only,flat,250,1500,250,1300,"Dried Texas wildflowers (bluebonnet motifs in spring, Indian paintbrush, Texas star), preserved greenery, locally grown garden roses from North Texas flower farms, and arrangements assembled at home. For a small ceremony in a Texas Discovery Gardens or backyard setting, minimal florals feel appropriate to the casual outdoor Texas wedding tradition.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Music & Entertainment,1,Premium Live Band (10â€“12 Piece),flat,9000,14000,7500,11000,"A full 10 to 12-piece band drawing from Dallas's deep Texas country, R&B, and Tejano music tradition. Acts at this level bring horn sections, multiple vocalists, and the ability to move between Texas country, classic rock, and soul â€” performing for corporate galas and touring productions before taking wedding bookings. Gilley's Dallas brings authentic Texas honky-tonk culture to this caliber of entertainment.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Music & Entertainment,2,Live Band (6â€“8 Piece),flat,4500,9000,3800,7500,"A full reception band of 6 to 8 musicians in Dallas, where the music scene spans Texas country, classic rock, Tejano, and R&B. Joy puts Texas live bands at $4,500 average; premium acts with strong DFW wedding entertainment reputations run $4,500 to $9,000.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Music & Entertainment,3,Live Band (Ceremony or Cocktail Only),flat,1800,5000,1500,4200,"A string quartet, jazz trio, or acoustic Texas country duo for the ceremony and cocktail hour paired with a DJ for the reception. Dallas's classical music community â€” Dallas Symphony Orchestra musicians, Southern Methodist University Meadows School of Music graduates â€” produces excellent ceremony ensembles. A live Texas country acoustic set during cocktail hour at an outdoor estate venue captures DFW's culture precisely. Combined with a reception DJ, total entertainment runs $1,800-$5,000.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Music & Entertainment,4,DJ,flat,1300,3500,1100,2800,"A professional wedding DJ for the full reception. Joy puts Texas DJs at $1,200 average; Wedding.report puts Dallas DJ spend at $1,116-$1,766 across different guest counts. Experienced Dallas wedding DJs who understand the city's diverse musical culture â€” Texas country line dancing, Tex-Mex and Latin music, hip-hop and R&B for younger crowds â€” run $1,300-$3,500.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Music & Entertainment,5,Curated Playlist / Friend,flat,100,500,100,400,"A curated playlist managed by a trusted friend through a venue-provided or rented sound system. Works for intimate elopements at Klyde Warren Park, micro-weddings at small venue spaces, and small backyard gatherings. For anything at Knotting Hill, The Olana, or major venues with production requirements, this tier typically isn't permitted.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Photography & Video,1,Luxury Editorial Team,flat,8000,11000,6500,9000,"Lead photographer, second photographer, and a cinematographer. Dallas's top editorial wedding photographers who work regularly at The Olana, Hotel Crescent Court, and luxury estate properties run $8,000 to $11,000. At this tier your team brings a pre-visualized approach to Dallas's visual vocabulary: bluebonnet season light, the grandeur of a Knotting Hill ballroom at golden hour, the skyline from a Uptown rooftop.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Photography & Video,2,Lead + Second Shooter + Full Video,flat,5500,8000,4500,6500,"A lead photographer, second shooter, and videography team for a full Dallas wedding day. Carlee Mae Photography puts Dallas photography at $3,500 to $7,000 with experienced photographers; skilled Dallas teams who work regularly at luxury estate and hotel venues run $5,500 to $8,000.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Photography & Video,3,Lead Photographer + Video,flat,4000,7500,3500,6500,"A strong lead photographer paired with a highlight film videographer. Wedding.report puts Dallas photography alone at $2,905-$4,243 for 131-175 guests at the broader market level; mid-market packages including full-day photography and a three- to five-minute highlight film run $4,000-$7,500 with skilled DFW talent. Texas wedding photographers handle the state's challenging summer light (brutal midday sun, late golden hour) with specific local technique.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Photography & Video,4,Lead Photographer Only,flat,2800,5500,2400,4800,"A single experienced photographer, full-day coverage, no video. Carlee Mae Photography puts Dallas photography at $3,500-$7,000 for established professionals. Experienced Dallas wedding photographers who know the city's distinct light conditions â€” the dramatic Texas sky, the warm tones of Deep Ellum's brick architecture, and the chandelier-heavy interiors of the luxury venues â€” run $2,800-$5,500.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Photography & Video,5,Friend / Hobbyist,flat,250,1100,250,950,"A trusted friend or a newer photographer building their portfolio. Works for intimate elopements at Klyde Warren Park, micro-weddings at small venue spaces, and small ceremonies at the Dallas County Records Building. For anything at Knotting Hill, The Hillside Estate, or a luxury hotel with a full guest list, a professional photographer with venue-specific experience pays dividends.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Wedding Planner,1,Full-Service Planner,flat,4500,12000,3800,10000,"Full-service planning in Dallas. Carlee Mae Photography puts Dallas planners at $2,500-$10,000 (month-of to full-service); Wedding.report puts established Dallas full-service planning at $4,422-$5,644 on average. Experienced Dallas wedding planners managing destination weddings at Knotting Hill, The Hillside Estate, and luxury hotels run $5,000-$12,000. The DFW vendor community is large and competitive â€” strong planner relationships unlock priority booking and vendor discounts.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Wedding Planner,2,Partial Planning,flat,2500,5500,2000,4500,"Partial planning for couples who have booked their venue and key vendors but need local expertise for remaining vendor sourcing, contract review, and day-of management. Dallas's strong vendor community and the complexity of multi-vendor coordination at the larger estate venues make local expertise valuable even at the partial planning level.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Wedding Planner,3,Day-Of Coordinator,flat,1100,2800,950,2400,"Day-of coordination for any Dallas venue. Wedding.report puts Dallas coordination at $1,750-$2,141; experienced local coordinators who know specific venue protocols at Knotting Hill, Hillside Estate, and the major DFW properties run $1,100-$2,800.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Wedding Planner,4,DIY / No Coordinator,flat,0,0,0,0,"No professional planning or coordination. Realistic for intimate elopements at Klyde Warren Park, micro-weddings at small spaces, and small backyard gatherings of 20 or fewer guests. For anything at Knotting Hill, Hillside Estate, The Olana, or major historic venues with multiple vendor requirements, the absence of a coordinator creates significant day-of risk.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Stationery & Invitations,1,Custom Letterpress / Foil,flat,1500,4500,1500,4000,"Bespoke letterpress or foil-stamped suites from Dallas's boutique paper designers â€” studios in Bishop Arts, Deep Ellum, and Uptown that specialize in Texas-inflected aesthetics: bluebonnet and Texas wildflower motifs, Texas star imagery, longhorn and Western typography, and engraved letterpress on cotton stock. A fully custom letterpress suite runs $1,500-$4,500.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Stationery & Invitations,2,Printed Suite (Online Designer),flat,400,1800,400,1600,"Semi-custom and designer-template suites from Minted, Zola, or Artifact Uprising. A standard digitally printed suite of 100 sets runs $537-$783 on Minted. Add save-the-dates and day-of paper goods, and a full package runs $400-$1,800.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Stationery & Invitations,3,Digital Invitations,flat,25,110,25,90,"Paperless Post, Zola's digital invite tools, or a custom digital invite. Free platforms available; Paperless Post premium designs run $1-$3 per send.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Stationery & Invitations,4,No Formal Stationery,flat,0,22,0,18,"Word of mouth, a free Zola or The Knot wedding website, and personal outreach. Appropriate for elopements at Klyde Warren Park, micro-weddings, and intimate family gatherings. A Texas marriage license costs $74 in Dallas County, with a 72-hour waiting period before the ceremony â€” Texas requires both partners to apply in person.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Venue,1,Iconic Estate / Landmark Institution,flat,17000,22000,12000,16000,"Knotting Hill Place in Little Elm â€” European-inspired architecture, grand indoor chapel, peak Saturday $14,900 for 151â€“300 guests â€” and The Olana in Hickory Creek with Tuscan-inspired architecture and all-inclusive packages represent Dallas's apex venue tier. These estates combine dramatic architecture with full-scale event infrastructure and book 12 months out for peak fall Saturdays.",included,included,,,false
Dallas,Texas,dallas,metro,April,October,,Venue,2,Private Estate / Historic Mansion,flat,12000,17000,8500,12000,"The Hillside Estate in Cedar Hill ($7,250 to $14,000 peak Saturday) and Alexander Mansion and Chateau Nouvelle bring the European estate aesthetic to Dallas at site fees of $12,000 to $17,000. These properties offer formal architecture and manicured grounds at a more accessible scale than the Knotting Hill and Olana apex.",included,included,,,false
Dallas,Texas,dallas,metro,April,October,,Venue,3,Grand Hotel Ballroom,flat,10000,20000,7000,14500,Hotel Crescent Court in Uptown Dallas â€” a wedding destination for 35-plus years â€” and The Adolphus Hotel in downtown Dallas. The Omni Las Colinas Hotel and the Kimpton Pittman bring established hotel character. Texas's 8.25% combined sales tax applies to F&B layered onto 20â€“22% service charges.,included,included,,,false
Dallas,Texas,dallas,metro,April,October,,Venue,4,Boutique Hotel / Inn Venue,flat,5000,11000,3500,8000,"Hotel Vin in Grapevine and Hotel Indigo Irving Las Colinas offer boutique hotel character in the DFW market. The boutique properties of Uptown Dallas and the Design District bring stronger neighborhood identity at $5,000â€“$11,000 site fees, well below the grand hotel tier.",minimum,minimum,8000,,true
Dallas,Texas,dallas,metro,April,October,,Venue,5,Dedicated Wedding Venue,flat,3000,6500,2000,4800,"The Springs Rockwall Manor â€” European-inspired, $3,800â€“$8,000 Saturday peak, all-inclusive packages from $9,500 for 100 guests. Hidden Pines Chapel in Hurst and the Texas Discovery Gardens in historic Fair Park. Hall of State, the Art Deco crown jewel of Fair Park, and The Chatelet Dallas (a transformed 1950s church) round out the tier.",minimum,extra,5000,,false
Dallas,Texas,dallas,metro,April,October,,Venue,6,Industrial / Loft / Studio Space,flat,1500,3500,1000,2500,"The Mason Dallas in Deep Ellum (a 1930s warehouse), Howell and Dragon in the Design District, and Room on Main downtown. BYO catering at most; site fees $1,500â€“$3,500 on a Saturday. Deep Ellum's creative industrial character is distinctly Dallas.",minimum,extra,2000,,false
Dallas,Texas,dallas,metro,April,October,,Venue,7,Restaurant / Private Buyout,flat,900,2800,600,2000,"Gilley's Dallas south of downtown, Avra Dallas (the celebrated Greek restaurant), and French Room at The Adolphus. Bishop Arts District restaurant buyouts for a locally-rooted Dallas wedding at a fraction of Knotting Hill or Uptown hotel pricing.",included,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Venue,8,Public Garden / Park,flat,200,2500,200,2000,"The Dallas Arboretum and Botanical Garden, Klyde Warren Park downtown, and Reverchon Park in Uptown. White Rock Lake Park's pavilions and Trinity River Audubon Center. Dallas summer heat (Juneâ€“August regularly exceeds 100Â°F) makes outdoor ceremonies challenging â€” Aprilâ€“May and Octoberâ€“November are the realistic outdoor windows.",extra,extra,,,false
Dallas,Texas,dallas,metro,April,October,,Venue,9,Backyard / Family Property,flat,0,2500,0,2000,"A family property in Highland Park, University Park, Lakewood, or one of DFW's large suburban properties. Texas residential lots tend to offer significantly more space than urban venues in other markets. Budget covers climate-controlled tent (non-negotiable Mayâ€“September â€” $3,000â€“$8,000), portable restrooms, generator access, and any required permits.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Attire & Beauty,1,Designer / Couture,flat,5000,14000,5000,13000,"Denver's bridal boutique market reflects the city's growth as a luxury destination. Little White Dress Bridal Shop in the Highlands neighborhood and The Bridal Collection in Cherry Creek carry designer gowns from Hayley Paige, Vera Wang, and Anne Barge, with gowns running $2,500 to $8,000 and above. Professional alterations ($300 to $600), hair and makeup from Denver's top studios ($300 to $500 per session), and partner attire bring total attire and beauty spend to $5,000 to $14,000.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Attire & Beauty,2,Bridal Boutique,flat,2200,5500,2200,5000,"Little White Dress Bridal Shop and Catan Bridal in the Denver suburbs carry mid-to-upper boutique gowns from $1,500 to $4,000 with personalized styling. Joy's Colorado overview puts attire at $1,933 on average; adding professional hair and makeup ($201 to $300 per person) and partner attire brings boutique-tier total to $2,200 to $5,500.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Attire & Beauty,3,Mid-Range / Sample Sale,flat,900,2600,900,2300,"Denver sample sales and online platforms including Still White provide boutique gowns at 40 to 70 percent off retail. Mid-range hair and makeup from Capitol Hill or Highlands salons runs $120 to $200 each. Total mid-range attire and beauty for both partners runs $900 to $2,600.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Attire & Beauty,4,Budget / Off-the-Rack,flat,350,1100,350,950,"David's Bridal locations across the Denver metro start under $500 for ready-to-wear gowns. Online retailers from Azazie and ASOS Wedding offer dresses from $150 to $600. Men's Wearhouse covers suit and tuxedo rental from $200 to $300. Appropriate for Red Rocks elopements, mountain micro-ceremonies, and backyard celebrations where the Colorado landscape provides all the visual context needed.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Bar & Beverages,1,Premium Open Bar,per_head,62,95,52,80,"Premium spirits alongside Colorado craft cocktails built on local whiskey from Leopold Bros. Distillery and Stranahan's Colorado Whiskey, Colorado wine from West Elk Winery and Two Rivers Winery, and craft beer from Denver's extraordinary brewing community on full pour for the reception. Joy's Colorado overview puts alcohol at $15 to $45 per person per bar package; the premium end with local craft spirits and full service runs $62 to $95 per head for a five-hour reception. Spruce Mountain Events strongly advises hiring TIPS-trained professional bartenders rather than friends â€” Colorado's liquor liability laws are serious.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Bar & Beverages,2,Standard Open Bar,per_head,40,65,34,55,"Mid-shelf spirits, Colorado craft beer â€” from Great Divide Brewing, New Belgium, or Odell Brewing â€” and house wine on full pour. Wedding.report puts Denver entertainment and bar combined at $1,427 to $2,064 for a DJ plus bar; standard open bar service for a five-hour reception through a licensed bar company runs $40 to $65 per person. Colorado requires TIPS-trained licensed bartenders for all alcohol service at events.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Bar & Beverages,3,Beer & Wine Only,per_head,26,42,22,36,"Beer and wine service without spirits. A curated Colorado craft beer selection â€” Tivoli Brewing from the Denver Auraria campus, Great Divide's Yeti Imperial Stout, Odell Brewing from Fort Collins â€” gives a beer-and-wine bar genuine regional personality. Denver's craft beer culture makes this tier feel locally curated. Budget $26 to $42 per person for professionally managed beer and wine service through a licensed bar company.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Bar & Beverages,4,Dry Wedding,per_head,5,12,5,10,"No alcohol service. Non-alcoholic options â€” Colorado sparkling cider from local orchards, craft kombucha, specialty coffee from Huckleberry Roasters or Corvus Coffee, and custom mocktails â€” work naturally in Colorado's health-conscious outdoor culture. Budget covers non-alcoholic beverage service and any setup fees.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Catering,1,Full-Service Fine Dining,per_head,110,165,92,138,"White-glove plated service at Denver's top catering level â€” locally sourced Colorado lamb, dry-aged Colorado beef, Rocky Mountain trout, seasonal vegetables from Front Range farms, and farm-to-table menus that reflect Colorado's agricultural identity. Sugar Mountain Catering and Can the Bakery are local Wedy-recommended favorites; the Ritz-Carlton's in-house catering packages start at $160 per person before the combined 25%+ service charges. Joy's Colorado overview puts premium plated catering at $150-plus per person. Vista View Events notes the 45% budget rule: venue plus food plus bar should not exceed 45% of the total wedding budget â€” a useful anchor for catering decisions.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Catering,2,Seated Dinner with Staffed Service,per_head,80,115,68,98,"A full plated or family-style seated dinner with professional staffing. Joy's Colorado overview puts catering at $40 to $150-plus per person depending on style; the Lumber Baron Inn's in-house dinner catering starts at $70 per person before 22% gratuity. Wedding.report puts average Denver catering (combined with venue) at $18,000 to $22,000 for 125 guests; working backward to food-only seated dinner service runs $80 to $115 per head before service charges and Colorado's 8.81 percent combined sales tax.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Catering,3,Buffet / Family Style,per_head,55,82,45,68,"Buffet and family-style service â€” including Colorado-raised bison sliders, green chile stations, craft mac and cheese bars, and seasonal vegetable spreads from Front Range farms. Joy's Colorado overview puts buffet catering at $40 per person at entry level; professional buffet service from established Denver caterers runs $55 to $82 per head before service charges and tax. Spruce Mountain Events notes caterers have minimums; most require a minimum food spend regardless of guest count.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Catering,4,Cocktail Reception / Stations,per_head,38,60,32,52,"Heavy appetizers and food stations â€” Colorado charcuterie boards with local cheeses from Haystack Mountain Creamery, bison meatballs, green chile empanadas, and passed small plates â€” rather than a seated meal. Works well at RiNo Arts District loft venues, rooftop spaces with mountain views, and brewery event spaces where standing and grazing fits the craft culture. Denver's exceptional craft brewery scene (Great Divide, Tivoli, Odell) creates strong venue-catering synergy at this tier.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Catering,5,DIY / Self-Catered,per_head,12,38,12,32,"A family property or backyard wedding where food comes from a beloved Denver institution â€” a local BBQ spot, a Tex-Mex caterer doing drop-off, or a community spread reflecting the couple's network. Denver's strong farmers market culture (Denver Farmers Market at Union Station, South Pearl Street Farmers Market) makes quality local food accessible for DIY preparation. For anything at a hotel or dedicated venue with caterer requirements, this tier isn't available.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Florals & Decor,1,Couture Floral Design,flat,16000,22000,13000,18000,"Full-scale floral installation with a couture Colorado mountain aesthetic â€” rare alpine wildflowers, locally grown peonies and dahlias, architectural dried-grass installations, and ceiling treatments scaled to the dramatic proportions of mountain estate venues. Denver studios operating at this level bring specific expertise in outdoor and semi-outdoor mountain venue logistics.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Florals & Decor,2,Full Floral Installation,flat,9000,16000,7500,13000,"Large-scale floral design with a Colorado mountain aesthetic â€” wildflowers, Colorado blue columbine, alpine greenery, and dried grasses with installation work scaled to mountain venue proportions. Full installation at a mountain estate or hotel ballroom runs $9,000 to $16,000 at skilled Denver studios.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Florals & Decor,3,Traditional Florals,flat,3500,8000,3000,6500,"The full complement of wedding florals with a Colorado character: bridal bouquet of locally grown sunflowers and mountain wildflowers, ceremony arch of alpine greenery and Colorado blooms, and reception centerpieces that bring the mountain landscape inside. Wedding.report puts Denver floral spend at $3,538 to $4,567 on average; a full traditional package at a mountain or urban venue runs $3,500 to $8,000 depending on bloom selection and guest count.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Florals & Decor,4,Minimal Florals + Rentals,flat,1500,4000,1200,3200,"A scaled-back floral plan paired with the inherent decor of Colorado mountain venues â€” weathered timber, mountain views through barn doors, and the Rocky Mountain landscape as the visual backdrop. Edison lights through barn rafters, Colorado pine boughs, and simple wildflower arrangements complement the architectural character without requiring a full installation.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Florals & Decor,5,DIY / Dried / Greenery Only,flat,300,1500,300,1200,"Dried Colorado wildflowers, preserved pine boughs, pampas grass, and locally foraged mountain greenery. Denver's farmers markets offer seasonal cut flowers at accessible prices. For a mountain elopement or a small ranch wedding where the landscape provides everything, minimal florals feel entirely appropriate.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Music & Entertainment,1,Premium Live Band (10â€“12 Piece),flat,9000,14000,7000,11000,"A full 10 to 12-piece band drawing from Denver's Americana, country, bluegrass, and indie rock scene. Acts at this level bring full production specs matched to mountain venue acoustics, multiple vocalists, and the ability to perform multi-genre sets from Colorado country to contemporary hits. A live Americana band in a Denver mountain castle is a distinctly Colorado wedding experience.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Music & Entertainment,2,Live Band (6â€“8 Piece),flat,5000,9000,4000,7000,"A full reception band of 6 to 8 musicians in Denver, where the music scene spans country, Americana, bluegrass, and indie rock. Joy puts Colorado live bands at $3,500 to $10,000-plus; premium acts with strong wedding entertainment reputations run $5,000 to $9,000.",extra,extra,,,false
Denver,Colorado,denver,metro,May,October,,Music & Entertainment,3,Live Band (Ceremony or Cocktail Only),flat,2000,5500,1700,4500,"A string quartet, acoustic folk duo, or bluegrass trio for the ceremony and cocktail hour paired with a DJ for the reception. Ceremony musicians â€” including string quartets and acoustic guitarists â€” run $350 to $800 per Joy's Colorado overview. A folk guitarist during a Red Rocks overlook ceremony creates an authentically Colorado moment. Combined with a reception DJ, total entertainment in this configuration runs $2,000 to $5,500.",extra,extra,,,false
